Data set,layers,omega,c1,c2,vmax,pop_size,maxIter,loss1,loss2,average
glass,0,0.4,0.1,0.1,1,1000,500,32.5,40.9090909090909,59.5670995670996
glass,0,0.1,3,0.9,1,1000,500,42.4242424242424,50,59.6969696969697
glass,0,0.4,0.1,0.5,1,1000,500,41.6495784916838,50,59.6969696969697
glass,0,0.1,0.1,3,1,1000,500,51.6991341991342,54.5454545454545,60.6060606060606
glass,0,0.4,0.1,3,1,1000,500,42.1212121212121,45.4545454545455,60.6493506493507
glass,0,0.1,0.9,3,1,1000,500,67.3881673881674,68.1818181818182,64.2857142857143
glass,0,0.1,3,3,1,1000,500,57.1428571428572,59.0909090909091,64.3290043290043
glass,0,0.4,0.5,3,1,1000,500,60.5312868949233,63.6363636363636,65.1515151515152
glass,0,0.4,3,3,1,1000,500,56.5151515151515,59.0909090909091,67.0562770562771
glass,0,0.1,0.5,3,1,1000,500,65.6565656565657,68.1818181818182,67.965367965368
glass,1,0.4,0.1,0.5,1,1000,500,32.7751196172249,36.3636363636364,44.7619047619048
glass,1,0.4,3,0.1,1,1000,500,24.9350649350649,27.2727272727273,45.7142857142857
glass,1,0.4,3,0.9,1,1000,500,38.1385281385281,40.9090909090909,47.4458874458874
glass,1,0.4,0.9,0.5,1,1000,500,32.4064171122995,40.9090909090909,47.4891774891775
glass,1,0.1,3,0.1,1,1000,500,23.3333333333333,27.2727272727273,47.6623376623377
glass,1,0.1,0.9,0.9,1,1000,500,44.550547491724,45.4545454545455,48.4415584415584
glass,1,0.1,0.1,0.9,1,1000,500,30.952380952381,36.3636363636364,48.4848484848485
glass,1,0.1,0.5,0.5,1,1000,500,31.6883116883117,36.3636363636364,48.4848484848485
glass,1,0.4,0.5,0.1,1,1000,500,28.8770053475936,36.3636363636364,48.4848484848485
glass,1,0.1,0.5,0.1,1,1000,500,31.9347319347319,36.3636363636364,48.5281385281385
glass,1,0.1,0.9,0.1,1,1000,500,18.989898989899,22.7272727272727,48.5281385281385
glass,1,0.1,3,0.5,1,1000,500,29.6969696969697,36.3636363636364,48.6580086580087
glass,1,0.1,0.9,0.5,1,1000,500,30.7070707070707,36.3636363636364,49.3506493506494
glass,1,0.4,3,0.5,1,1000,500,37.0454545454545,45.4545454545455,49.4805194805195
glass,1,0.4,0.5,0.5,1,1000,500,30.5882352941176,36.3636363636364,50.4329004329004
glass,1,0.1,0.1,0.5,1,1000,500,34.1577540106952,40.9090909090909,51.3852813852814
glass,1,0.4,0.5,0.9,1,1000,500,26.3403263403263,31.8181818181818,52.1645021645022
glass,1,0.1,3,0.9,1,1000,500,38.3116883116883,40.9090909090909,52.2077922077922
glass,1,0.4,0.9,0.1,1,1000,500,45.1381951381952,50,53.2034632034632
glass,1,0.1,0.5,0.9,1,1000,500,41.8003565062389,45.4545454545455,54.1558441558441
glass,1,0.4,0.1,0.1,1,1000,500,29.6791443850267,36.3636363636364,54.1558441558442
glass,1,0.4,0.9,0.9,1,1000,500,40.4017551076375,40.9090909090909,55.021645021645
glass,1,0.1,0.1,0.1,1,1000,500,28.5302932361756,36.3636363636364,55.9307359307359
glass,1,0.4,0.5,3,1,1000,500,57.9004329004329,59.0909090909091,57.7056277056277
glass,1,0.4,0.1,3,1,1000,500,31.4935064935065,31.8181818181818,57.8787878787879
glass,1,0.4,0.1,0.9,1,1000,500,42.0454545454546,50,59.5670995670996
glass,1,0.1,0.5,3,1,1000,500,51.6991341991342,54.5454545454545,63.3333333333333
glass,1,0.4,3,3,1,1000,500,52.1441793500617,54.5454545454545,64.3290043290043
glass,1,0.4,0.9,3,1,1000,500,47.987012987013,50,67.9220779220779
glass,1,0.1,0.9,3,1,1000,500,57.1428571428572,59.0909090909091,67.965367965368
glass,1,0.1,0.1,3,1,1000,500,61.0569985569986,63.6363636363636,68.7878787878788
glass,1,0.1,3,3,1,1000,500,61.0569985569986,63.6363636363636,71.6017316017316
glass,2,0.4,0.1,0.1,1,1000,500,17.3737373737374,31.8181818181818,36.7099567099567
glass,2,0.4,3,0.5,1,1000,500,23.836450630709,31.8181818181818,37.7056277056277
glass,2,0.4,0.9,0.5,1,1000,500,25.7810301153954,36.3636363636364,40.2597402597403
glass,2,0.1,3,0.5,1,1000,500,33.1060606060606,40.9090909090909,40.995670995671
glass,2,0.4,0.1,0.9,1,1000,500,32.8259975318799,36.3636363636364,42.2510822510823
glass,2,0.1,0.1,0.1,1,1000,500,23.6044657097289,27.2727272727273,42.2943722943723
glass,2,0.4,3,0.1,1,1000,500,28.4136915715863,36.3636363636364,44.0692640692641
glass,2,0.1,0.5,0.5,1,1000,500,23.2323232323232,31.8181818181818,45.6709956709957
glass,2,0.4,0.9,0.1,1,1000,500,16.3636363636364,27.2727272727273,45.974025974026
glass,2,0.1,0.9,0.9,1,1000,500,36.4801864801865,45.4545454545455,46.6233766233766
glass,2,0.1,0.1,0.9,1,1000,500,31.7467221773442,40.9090909090909,46.6666666666667
glass,2,0.4,0.9,0.9,1,1000,500,16.7207792207792,31.8181818181818,46.7965367965368
glass,2,0.4,0.5,0.5,1,1000,500,24.4903581267218,36.3636363636364,48.4848484848485
glass,2,0.4,0.1,0.5,1,1000,500,25.7810301153954,36.3636363636364,48.6147186147186
glass,2,0.1,0.9,0.5,1,1000,500,27.5260343371798,36.3636363636364,49.3939393939394
glass,2,0.4,0.5,0.1,1,1000,500,26.3140495867769,36.3636363636364,50.3896103896104
glass,2,0.1,0.9,0.1,1,1000,500,31.6271963330787,36.3636363636364,50.4329004329004
glass,2,0.1,0.5,0.9,1,1000,500,32.034632034632,40.9090909090909,51.2554112554112
glass,2,0.4,3,0.9,1,1000,500,29.5110192837466,36.3636363636364,51.4285714285714
glass,2,0.1,3,0.1,1,1000,500,13.6363636363636,22.7272727272727,51.4718614718615
glass,2,0.1,3,0.9,1,1000,500,21.2987012987013,27.2727272727273,52.2077922077922
glass,2,0.1,0.1,0.5,1,1000,500,17.5,31.8181818181818,53.1168831168831
glass,2,0.4,0.1,3,1,1000,500,43.7229437229437,50,53.982683982684
glass,2,0.1,0.5,0.1,1,1000,500,22.2077922077922,31.8181818181818,54.1125541125541
glass,2,0.4,0.5,0.9,1,1000,500,38.7283768862716,45.4545454545455,54.1125541125541
glass,2,0.4,3,3,1,1000,500,22.7751196172249,27.2727272727273,57.012987012987
glass,2,0.1,0.5,3,1,1000,500,46.9155844155844,50,61.4285714285714
glass,2,0.1,3,3,1,1000,500,53.3251062662827,54.5454545454545,61.4718614718614
glass,2,0.4,0.5,3,1,1000,500,44.8426573426573,50,63.2467532467532
glass,2,0.1,0.9,3,1,1000,500,42.9329004329004,45.4545454545455,64.1125541125541
glass,2,0.4,0.9,3,1,1000,500,65.3679653679654,68.1818181818182,66.969696969697
glass,2,0.1,0.1,3,1,1000,500,59.4312105007292,63.6363636363636,69.7402597402598
machine,0,0.4,3,0.9,1,1000,500,0.028353665951446,0.001802897124728,0.016430131299338
machine,0,0.4,0.5,0.9,1,1000,500,0.030383286815741,0.001875615485126,0.016449020257721
machine,0,0.4,0.1,0.9,1,1000,500,0.030319320738726,0.001873788419197,0.017196821209857
machine,0,0.4,0.9,0.9,1,1000,500,0.030085134704992,0.00187191481673,0.017212913730435
machine,0,0.4,0.1,0.5,1,1000,500,0.051052621039021,0.004099013534403,0.018179767528234
machine,0,0.4,0.9,0.5,1,1000,500,0.053123878938348,0.00425772177824,0.018200216624752
machine,0,0.4,0.5,0.5,1,1000,500,0.05434276267871,0.004492069304464,0.018270049848212
machine,0,0.4,0.1,3,1,1000,500,0.029097193976706,0.001847684545226,0.01829430968894
machine,0,0.1,0.9,3,1,1000,500,0.025265001814896,0.001416486124518,0.019072950404101
machine,0,0.1,0.1,3,1,1000,500,0.024629390643682,0.001335597207775,0.01908607151647
machine,0,0.4,3,3,1,1000,500,0.030423891644126,0.001924769627806,0.01922804555085
machine,0,0.1,0.5,3,1,1000,500,0.030420494538828,0.001924649243288,0.019231790064186
machine,0,0.1,3,3,1,1000,500,0.024789011543336,0.001346069779483,0.01926837740445
machine,0,0.4,3,0.5,1,1000,500,0.083619337058786,0.010443909927393,0.019478218764126
machine,0,0.4,0.5,3,1,1000,500,0.024789722599297,0.001346092971296,0.019660138945971
machine,0,0.1,0.1,0.9,1,1000,500,0.069392216199914,0.007072247046029,0.019694311900553
machine,0,0.1,0.5,0.9,1,1000,500,0.068907304650441,0.007011638678178,0.019719036884953
machine,0,0.1,0.9,0.9,1,1000,500,0.071814132730384,0.007587660015272,0.019730278929652
machine,0,0.1,3,0.9,1,1000,500,0.070869526103407,0.007413641613419,0.019803094187179
machine,0,0.4,0.9,3,1,1000,500,0.024005677043342,0.001273792337996,0.01993788050613
machine,0,0.1,0.9,0.5,1,1000,500,0.078382957765166,0.00905285340258,0.020576431031818
machine,0,0.1,0.5,0.5,1,1000,500,0.079388695785138,0.009346245770953,0.020616352949683
machine,0,0.1,0.1,0.5,1,1000,500,0.078129004348541,0.008936064379666,0.020624125330258
machine,0,0.1,3,0.5,1,1000,500,0.080677109598529,0.009765812808209,0.020782899257322
machine,0,0.1,0.5,0.1,1,1000,500,0.080677109598529,0.009765812808209,0.020839423524847
machine,0,0.1,0.1,0.1,1,1000,500,0.080677109598529,0.009765812808209,0.02084166768731
machine,0,0.1,3,0.1,1,1000,500,0.080677109598529,0.009765812808209,0.020843478305055
machine,0,0.1,0.9,0.1,1,1000,500,0.080677109598529,0.009765812808209,0.02084359102422
machine,0,0.4,0.5,0.1,1,1000,500,0.083619337058786,0.010443909927393,0.020927326519066
machine,0,0.4,3,0.1,1,1000,500,0.083619337058786,0.010443909927393,0.020932238102084
machine,0,0.4,0.9,0.1,1,1000,500,0.083619337058786,0.010443909927393,0.020933231873547
machine,0,0.4,0.1,0.1,1,1000,500,0.083619337058786,0.010443909927393,0.020933994066934
machine,1,0.1,3,3,1,1000,500,0.006514722713704,5.63602115286054E-05,0.000322814215061
machine,1,0.1,0.5,3,1,1000,500,0.006504112039485,5.04433306953899E-05,0.000376660709776
machine,1,0.1,0.9,3,1,1000,500,0.006499439210145,5.41290368825161E-05,0.000379370016893
machine,1,0.1,0.1,3,1,1000,500,0.006862672889528,6.2440145433471E-05,0.000498114305429
machine,1,0.4,0.1,3,1,1000,500,0.007970413486329,0.000105779855802,0.000632289450209
machine,1,0.4,0.9,0.1,1,1000,500,0.007516182607382,9.55721013384616E-05,0.00070124482251
machine,1,0.1,3,0.9,1,1000,500,0.007947313726489,0.000142797646549,0.000741559643295
machine,1,0.4,3,3,1,1000,500,0.008342417888841,8.67230070259916E-05,0.000786218552506
machine,1,0.1,3,0.5,1,1000,500,0.006133329082429,7.50519581467098E-05,0.001168226784027
machine,1,0.4,0.1,0.9,1,1000,500,0.027332903125952,0.001221700275786,0.001206164527384
machine,1,0.4,0.1,0.1,1,1000,500,0.008072835595118,0.000107962914316,0.001231360231378
machine,1,0.1,0.1,0.1,1,1000,500,0.007204532259154,8.54434505471827E-05,0.00123409691881
machine,1,0.1,0.9,0.1,1,1000,500,0.00716603400393,8.71672518279769E-05,0.001289376617045
machine,1,0.1,0.5,0.5,1,1000,500,0.006793043810266,8.23480417330035E-05,0.001296019902161
machine,1,0.1,0.1,0.9,1,1000,500,0.006949540534861,8.93918506433386E-05,0.001298126462426
machine,1,0.4,0.5,0.9,1,1000,500,0.009689083788789,0.000131289939507,0.001325599328276
machine,1,0.4,0.5,3,1,1000,500,0.01267042501639,0.000326609095463,0.001327572977202
machine,1,0.1,0.1,0.5,1,1000,500,0.006725461281586,7.8180229456924E-05,0.00137911411647
machine,1,0.4,0.9,0.9,1,1000,500,0.009874922668329,0.000164943851468,0.001380443173325
machine,1,0.1,3,0.1,1,1000,500,0.009953367382502,0.000141391060187,0.001469046090022
machine,1,0.4,3,0.1,1,1000,500,0.00839955436056,0.000111372037148,0.001510601592689
machine,1,0.1,0.9,0.9,1,1000,500,0.008859340839519,0.000154270672764,0.001577558350346
machine,1,0.4,0.1,0.5,1,1000,500,0.00876274226396,0.000107125664178,0.001583937638455
machine,1,0.4,0.9,0.5,1,1000,500,0.008237221027145,0.000150983459566,0.00158504795282
machine,1,0.1,0.5,0.1,1,1000,500,0.008494777132657,9.45886634823113E-05,0.001591785018871
machine,1,0.4,0.5,0.1,1,1000,500,0.006490066975297,8.28709700574501E-05,0.001620576279538
machine,1,0.1,0.5,0.9,1,1000,500,0.00747565826712,9.83380323337459E-05,0.001622487538495
machine,1,0.1,0.9,0.5,1,1000,500,0.008017503590345,0.000112705001469,0.001648424146857
machine,1,0.4,3,0.9,1,1000,500,0.011826902232063,0.000202300450353,0.001696914176973
machine,1,0.4,0.9,3,1,1000,500,0.00750274576091,7.93874862445744E-05,0.002012365929796
machine,1,0.4,0.5,0.5,1,1000,500,0.009080371276899,0.000137408299625,0.002078058646578
machine,1,0.4,3,0.5,1,1000,500,0.007410059288319,0.000118325992142,0.002181202503729
machine,2,0.1,0.5,3,1,1000,500,0.007335235158393,7.17231142499045E-05,0.000382621262611
machine,2,0.4,0.1,0.1,1,1000,500,0.016813475578187,0.000394654845251,0.000705056944757
machine,2,0.1,0.1,3,1,1000,500,0.005563787018649,6.16894440527882E-05,0.000787573369428
machine,2,0.1,3,0.1,1,1000,500,0.013797709477847,0.000267099131046,0.000845832094774
machine,2,0.4,0.1,0.5,1,1000,500,0.011247772144592,0.000244612673556,0.000884804051261
machine,2,0.1,0.9,0.9,1,1000,500,0.010856270721559,0.000245730597475,0.000956922556676
machine,2,0.1,0.9,3,1,1000,500,0.010181537720728,0.000121116865308,0.001103623855043
machine,2,0.4,0.5,0.9,1,1000,500,0.013127095970477,0.000211504375676,0.00110626569581
machine,2,0.4,3,0.9,1,1000,500,0.013470916175263,0.000217233650175,0.001114685513084
machine,2,0.1,3,0.5,1,1000,500,0.010913330646025,0.000151914231152,0.001186840489618
machine,2,0.1,0.1,0.1,1,1000,500,0.013161438165621,0.000214637485157,0.00121312507175
machine,2,0.4,0.1,3,1,1000,500,0.013826559284407,0.000272098401194,0.001222015932735
machine,2,0.1,0.9,0.1,1,1000,500,0.016220503615499,0.000338319164027,0.001223440704176
machine,2,0.1,0.5,0.9,1,1000,500,0.016455122215997,0.000387869689054,0.001231492193194
machine,2,0.4,0.9,0.9,1,1000,500,0.013783885588062,0.000257522018718,0.00127328292107
machine,2,0.4,0.9,0.1,1,1000,500,0.019114910893528,0.000500744363279,0.001336155932178
machine,2,0.1,0.9,0.5,1,1000,500,0.020952173278873,0.000517170481676,0.001397532100314
machine,2,0.1,0.1,0.9,1,1000,500,0.009245872817711,0.000116931686872,0.001402423457402
machine,2,0.1,0.5,0.5,1,1000,500,0.01673518403337,0.000357769469511,0.001536104541556
machine,2,0.4,0.1,0.9,1,1000,500,0.013305314977534,0.000226175909841,0.001550361735074
machine,2,0.4,0.5,3,1,1000,500,0.017137571703183,0.000578748403345,0.001711252280888
machine,2,0.4,0.9,0.5,1,1000,500,0.011941754914544,0.000253691222763,0.001719425971249
machine,2,0.4,0.5,0.1,1,1000,500,0.01456528775068,0.000295491523175,0.00172466878771
machine,2,0.4,3,0.1,1,1000,500,0.018628268011896,0.000403764853431,0.001741018085766
machine,2,0.1,0.5,0.1,1,1000,500,0.014258295202805,0.000277938634394,0.001787982735627
machine,2,0.1,0.1,0.5,1,1000,500,0.016642991720312,0.000371926111493,0.002300538825239
machine,2,0.4,0.9,3,1,1000,500,0.007380325889283,7.63105554615376E-05,0.002442874647157
machine,2,0.1,3,3,1,1000,500,0.004980335182262,3.03014580540306E-05,0.002507022669929
machine,2,0.1,3,0.9,1,1000,500,0.013179313172559,0.000214752052318,0.002768479882282
machine,2,0.4,0.5,0.5,1,1000,500,0.012577919318748,0.000208949156253,0.003077160174969
machine,2,0.4,3,0.5,1,1000,500,0.020560291484282,0.000547368884702,0.003312516637037
machine,2,0.4,3,3,1,1000,500,0.150654351730699,0.027853375986232,0.007485742404168
soybean,0,0.1,0.1,0.5,1,1000,500,80,80,92
soybean,0,0.1,0.1,3,1,1000,500,80,80,96
soybean,0,0.1,0.5,0.1,1,1000,500,80,80,96
soybean,0,0.1,0.5,3,1,1000,500,80,80,96
soybean,0,0.1,3,0.1,1,1000,500,80,80,96
soybean,0,0.1,3,0.9,1,1000,500,80,80,96
soybean,0,0.4,0.1,0.5,1,1000,500,80,80,96
soybean,0,0.4,0.1,3,1,1000,500,80,80,96
soybean,0,0.4,0.5,0.5,1,1000,500,80,80,96
soybean,0,0.4,0.9,0.1,1,1000,500,80,80,96
soybean,0,0.4,0.9,0.5,1,1000,500,80,80,96
soybean,0,0.4,0.9,0.9,1,1000,500,80,80,96
soybean,0,0.4,3,0.1,1,1000,500,80,80,96
soybean,0,0.4,3,0.5,1,1000,500,80,80,96
soybean,0,0.4,3,0.9,1,1000,500,80,80,96
soybean,0,0.1,0.1,0.1,1,1000,500,100,100,100
soybean,0,0.1,0.1,0.9,1,1000,500,100,100,100
soybean,0,0.1,0.5,0.5,1,1000,500,100,100,100
soybean,0,0.1,0.5,0.9,1,1000,500,100,100,100
soybean,0,0.1,0.9,0.1,1,1000,500,100,100,100
soybean,0,0.1,0.9,0.5,1,1000,500,100,100,100
soybean,0,0.1,0.9,0.9,1,1000,500,100,100,100
soybean,0,0.1,0.9,3,1,1000,500,100,100,100
soybean,0,0.1,3,0.5,1,1000,500,100,100,100
soybean,0,0.1,3,3,1,1000,500,100,100,100
soybean,0,0.4,0.1,0.1,1,1000,500,100,100,100
soybean,0,0.4,0.1,0.9,1,1000,500,100,100,100
soybean,0,0.4,0.5,0.1,1,1000,500,100,100,100
soybean,0,0.4,0.5,0.9,1,1000,500,100,100,100
soybean,0,0.4,0.5,3,1,1000,500,100,100,100
soybean,0,0.4,0.9,3,1,1000,500,100,100,100
soybean,0,0.4,3,3,1,1000,500,100,100,100
soybean,1,0.1,0.9,0.1,1,1000,500,80,80,72
soybean,1,0.4,0.5,0.1,1,1000,500,80,80,72
soybean,1,0.1,0.1,0.9,1,1000,500,80,80,76
soybean,1,0.1,0.1,0.1,1,1000,500,80,80,80
soybean,1,0.1,0.5,0.1,1,1000,500,73.3333333333333,80,80
soybean,1,0.4,0.9,0.1,1,1000,500,80,80,80
soybean,1,0.1,0.9,0.5,1,1000,500,80,80,84
soybean,1,0.4,3,0.5,1,1000,500,80,80,84
soybean,1,0.1,0.9,0.9,1,1000,500,80,80,88
soybean,1,0.4,0.1,0.9,1,1000,500,80,80,88
soybean,1,0.4,3,0.1,1,1000,500,80,80,88
soybean,1,0.1,3,0.1,1,1000,500,80,80,92
soybean,1,0.1,3,0.5,1,1000,500,100,100,92
soybean,1,0.1,3,0.9,1,1000,500,80,80,92
soybean,1,0.4,0.1,0.5,1,1000,500,100,100,92
soybean,1,0.4,0.9,0.5,1,1000,500,80,80,92
soybean,1,0.4,3,0.9,1,1000,500,72,80,92
soybean,1,0.1,0.1,0.5,1,1000,500,100,100,96
soybean,1,0.1,0.1,3,1,1000,500,80,80,96
soybean,1,0.1,0.5,0.5,1,1000,500,80,80,96
soybean,1,0.1,0.5,0.9,1,1000,500,80,80,96
soybean,1,0.1,0.9,3,1,1000,500,80,80,96
soybean,1,0.1,3,3,1,1000,500,80,80,96
soybean,1,0.4,0.1,0.1,1,1000,500,80,80,96
soybean,1,0.4,0.1,3,1,1000,500,72,80,96
soybean,1,0.4,0.5,0.5,1,1000,500,100,100,96
soybean,1,0.4,0.5,0.9,1,1000,500,80,80,96
soybean,1,0.4,0.5,3,1,1000,500,80,80,96
soybean,1,0.4,0.9,0.9,1,1000,500,80,80,96
soybean,1,0.1,0.5,3,1,1000,500,100,100,100
soybean,1,0.4,0.9,3,1,1000,500,100,100,100
soybean,1,0.4,3,3,1,1000,500,100,100,100
soybean,2,0.4,0.1,3,1,1000,500,80,80,60
soybean,2,0.1,0.1,0.1,1,1000,500,80,80,64
soybean,2,0.1,3,0.9,1,1000,500,80,80,64
soybean,2,0.1,0.5,0.5,1,1000,500,72,80,68
soybean,2,0.1,0.1,0.5,1,1000,500,80,80,72
soybean,2,0.1,0.9,0.1,1,1000,500,53.3333333333333,60,72
soybean,2,0.4,0.1,0.1,1,1000,500,46.6666666666667,60,72
soybean,2,0.4,0.5,0.5,1,1000,500,50,60,72
soybean,2,0.1,0.1,0.9,1,1000,500,100,100,76
soybean,2,0.1,0.9,0.9,1,1000,500,100,100,76
soybean,2,0.1,3,0.1,1,1000,500,50,60,76
soybean,2,0.4,3,0.1,1,1000,500,33.3333333333333,40,76
soybean,2,0.1,0.5,0.9,1,1000,500,80,80,80
soybean,2,0.1,0.9,0.5,1,1000,500,100,100,80
soybean,2,0.4,0.5,0.1,1,1000,500,100,100,80
soybean,2,0.4,0.5,0.9,1,1000,500,50,60,80
soybean,2,0.4,3,0.9,1,1000,500,26.6666666666667,40,80
soybean,2,0.1,3,0.5,1,1000,500,80,80,84
soybean,2,0.4,0.1,0.9,1,1000,500,100,100,84
soybean,2,0.4,0.5,3,1,1000,500,13.3333333333333,20,84
soybean,2,0.4,3,0.5,1,1000,500,33.3333333333333,40,84
soybean,2,0.4,3,3,1,1000,500,53.3333333333333,60,84
soybean,2,0.1,0.9,3,1,1000,500,100,100,88
soybean,2,0.4,0.1,0.5,1,1000,500,80,80,88
soybean,2,0.4,0.9,0.1,1,1000,500,80,80,88
soybean,2,0.4,0.9,0.5,1,1000,500,100,100,88
soybean,2,0.4,0.9,0.9,1,1000,500,53.3333333333333,60,88
soybean,2,0.1,0.1,3,1,1000,500,53.3333333333333,60,92
soybean,2,0.1,0.5,0.1,1,1000,500,80,80,92
soybean,2,0.1,3,3,1,1000,500,80,80,92
soybean,2,0.1,0.5,3,1,1000,500,80,80,96
soybean,2,0.4,0.9,3,1,1000,500,100,100,96
